opid,speakername,item,itemLabel,born,year,month,day,sexLabel,dist
217121,Romeo Saganash,http://www.wikidata.org/entity/Q3441197,Romeo Saganash,1961-10-28,1961,10,28,male,0
228614,Romeo Saganash,http://www.wikidata.org/entity/Q3441197,Romeo Saganash,1961-10-28,1961,10,28,male,0
228735,Romeo Saganash,http://www.wikidata.org/entity/Q3441197,Romeo Saganash,1961-10-28,1961,10,28,male,0
413,Ron Cannan,http://www.wikidata.org/entity/Q3441372,Ron Cannan,1961-05-08,1961,5,8,male,0
6,Rona Ambrose,http://www.wikidata.org/entity/Q3441480,Rona Ambrose,1969-03-15,1969,3,15,female,0
214568,Rona Ambrose,http://www.wikidata.org/entity/Q3441480,Rona Ambrose,1969-03-15,1969,3,15,female,0
8461,Rosane Doré Lefebvre,http://www.wikidata.org/entity/Q3442268,Rosane Doré Lefebvre,1984-10-21,1984,10,21,female,0
427,Royal Galipeau,http://www.wikidata.org/entity/Q3445944,Royal Galipeau,1947-01-05,1947,1,5,male,0
88,Ruby Dhalla,http://www.wikidata.org/entity/Q3446562,Ruby Dhalla,1974-02-18,1974,2,18,female,0
136,Russ Hiebert,http://www.wikidata.org/entity/Q3453411,Russ Hiebert,1969-02-08,1969,2,8,male,0
8479,Ruth Ellen Brosseau,http://www.wikidata.org/entity/Q3453615,Ruth Ellen Brosseau,1984-04-26,1984,4,26,female,0
217165,Ruth Ellen Brosseau,http://www.wikidata.org/entity/Q3453615,Ruth Ellen Brosseau,1984-04-26,1984,4,26,female,0
236900,Ruth Ellen Brosseau,http://www.wikidata.org/entity/Q3453615,Ruth Ellen Brosseau,1984-04-26,1984,4,26,female,0
8675,Réjean Genest,http://www.wikidata.org/entity/Q3455954,Réjean Genest,1946-03-09,1946,3,9,male,0
8664,Sadia Groguhé,http://www.wikidata.org/entity/Q3461126,Sadia Groguhé,1962-11-09,1962,11,9,female,0
552,Scott Andrews,http://www.wikidata.org/entity/Q3476167,Scott Andrews,1974-12-28,1974,12,28,male,0
243,Scott Reid,http://www.wikidata.org/entity/Q3476240,Scott Reid,1964-01-25,1964,1,25,male,0
224200,Scott Reid,http://www.wikidata.org/entity/Q3476240,Scott Reid,1964-01-25,1964,1,25,male,0
224217,Scott Reid,http://www.wikidata.org/entity/Q3476240,Scott Reid,1964-01-25,1964,1,25,male,0
234724,Scott Reid,http://www.wikidata.org/entity/Q3476240,Scott Reid,1964-01-25,1964,1,25,male,0
218700,Scott Reid,http://www.wikidata.org/entity/Q3476240,Scott Reid,1964-01-25,1964,1,25,male,0
217072,Scott Reid,http://www.wikidata.org/entity/Q3476240,Scott Reid,1964-01-25,1964,1,25,male,0
265,Scott Simms,http://www.wikidata.org/entity/Q3476307,Scott Simms,1969-08-12,1969,8,12,male,0
219706,Scott Simms,http://www.wikidata.org/entity/Q3476307,Scott Simms,1969-08-12,1969,8,12,male,0
229876,Scott Simms,http://www.wikidata.org/entity/Q3476307,Scott Simms,1969-08-12,1969,8,12,male,0
8392,Sean Casey,http://www.wikidata.org/entity/Q3476701,Sean Casey,1963-05-16,1963,5,16,male,0
219855,Sean Casey,http://www.wikidata.org/entity/Q3476701,Sean Casey,1963-05-16,1963,5,16,male,0
219957,Sean Casey,http://www.wikidata.org/entity/Q3476701,Sean Casey,1963-05-16,1963,5,16,male,0
234536,Sean Casey,http://www.wikidata.org/entity/Q3476701,Sean Casey,1963-05-16,1963,5,16,male,0
229498,Sean Casey,http://www.wikidata.org/entity/Q3476701,Sean Casey,1963-05-16,1963,5,16,male,0
242061,Sean Casey,http://www.wikidata.org/entity/Q3476701,Sean Casey,1963-05-16,1963,5,16,male,0
53,Serge Cardin,http://www.wikidata.org/entity/Q3479234,Serge Cardin,1950-07-02,1950,7,2,male,0
209,Shawn Murphy,http://www.wikidata.org/entity/Q3481629,Shawn Murphy,1951-07-27,1951,7,27,male,0
44,Scott Brison,http://www.wikidata.org/entity/Q349836,Scott Brison,1967-05-10,1967,5,10,male,0
214346,Scott Brison,http://www.wikidata.org/entity/Q349836,Scott Brison,1967-05-10,1967,5,10,male,0
104,Steven Fletcher,http://www.wikidata.org/entity/Q3499223,Steven Fletcher,1972-06-17,1972,6,17,male,0
422,Sukh Dhaliwal,http://www.wikidata.org/entity/Q3503377,Sukh Dhaliwal,1960-10-01,1960,10,1,male,0
215963,Sukh Dhaliwal,http://www.wikidata.org/entity/Q3503377,Sukh Dhaliwal,1960-10-01,1960,10,1,male,0
8500,Sylvain Chicoine,http://www.wikidata.org/entity/Q3506957,Sylvain Chicoine,1970-07-19,1970,7,19,male,0
409,Sylvie Boucher,http://www.wikidata.org/entity/Q3507287,Sylvie Boucher,1962-12-18,1962,12,18,female,0
218655,Sylvie Boucher,http://www.wikidata.org/entity/Q3507287,Sylvie Boucher,1962-12-18,1962,12,18,female,0
217494,Sylvie Boucher,http://www.wikidata.org/entity/Q3507287,Sylvie Boucher,1962-12-18,1962,12,18,female,0
234391,Sylvie Boucher,http://www.wikidata.org/entity/Q3507287,Sylvie Boucher,1962-12-18,1962,12,18,female,0
217688,Sylvie Boucher,http://www.wikidata.org/entity/Q3507287,Sylvie Boucher,1962-12-18,1962,12,18,female,0
217095,Sylvie Boucher,http://www.wikidata.org/entity/Q3507287,Sylvie Boucher,1962-12-18,1962,12,18,female,0
218360,Sylvie Boucher,http://www.wikidata.org/entity/Q3507287,Sylvie Boucher,1962-12-18,1962,12,18,female,0
216855,Sylvie Boucher,http://www.wikidata.org/entity/Q3507287,Sylvie Boucher,1962-12-18,1962,12,18,female,0
218752,Sylvie Boucher,http://www.wikidata.org/entity/Q3507287,Sylvie Boucher,1962-12-18,1962,12,18,female,0
237024,Sylvie Boucher,http://www.wikidata.org/entity/Q3507287,Sylvie Boucher,1962-12-18,1962,12,18,female,0
8661,Tarik Brahmi,http://www.wikidata.org/entity/Q3515715,Tarik Brahmi,1968-05-19,1968,5,19,male,0
8790,Ted Hsu,http://www.wikidata.org/entity/Q3517031,Ted Hsu,1964-03-04,1964,3,4,male,0
200,Ted Menzies,http://www.wikidata.org/entity/Q3517039,Ted Menzies,1952-02-18,1952,2,18,male,0
454,Thierry St-Cyr,http://www.wikidata.org/entity/Q3524528,Thierry St-Cyr,1977-11-07,1977,11,7,male,0
560,Tilly O'Neill-Gordon,http://www.wikidata.org/entity/Q3528540,Tilly O'Neill-Gordon,1949-02-16,1949,2,16,female,0
606,Tim Uppal,http://www.wikidata.org/entity/Q3528703,Tim Uppal,1974-11-14,1974,11,14,male,0
395,Todd Russell,http://www.wikidata.org/entity/Q3530279,Todd Russell,1966-12-22,1966,12,22,male,0
173,Tom Lukiwski,http://www.wikidata.org/entity/Q3530781,Tom Lukiwski,1951-10-05,1951,10,5,male,0
218420,Tom Lukiwski,http://www.wikidata.org/entity/Q3530781,Tom Lukiwski,1951-10-05,1951,10,5,male,0
219362,Tom Lukiwski,http://www.wikidata.org/entity/Q3530781,Tom Lukiwski,1951-10-05,1951,10,5,male,0
216494,Tom Lukiwski,http://www.wikidata.org/entity/Q3530781,Tom Lukiwski,1951-10-05,1951,10,5,male,0
417,Tony Clement,http://www.wikidata.org/entity/Q3531723,Tony Clement,1961-01-27,1961,1,27,male,0
226926,Tony Clement,http://www.wikidata.org/entity/Q3531723,Tony Clement,1961-01-27,1961,1,27,male,0
216751,Tony Clement,http://www.wikidata.org/entity/Q3531723,Tony Clement,1961-01-27,1961,1,27,male,0
217885,Tony Clement,http://www.wikidata.org/entity/Q3531723,Tony Clement,1961-01-27,1961,1,27,male,0
216848,Tony Clement,http://www.wikidata.org/entity/Q3531723,Tony Clement,1961-01-27,1961,1,27,male,0
218354,Tony Clement,http://www.wikidata.org/entity/Q3531723,Tony Clement,1961-01-27,1961,1,27,male,0
218058,Tony Clement,http://www.wikidata.org/entity/Q3531723,Tony Clement,1961-01-27,1961,1,27,male,0
188,Tony Martin,http://www.wikidata.org/entity/Q3531821,Tony Martin,1948-08-31,1948,8,31,male,0
8529,Tyrone Benskin,http://www.wikidata.org/entity/Q3546363,Tyrone Benskin,1958-12-29,1958,12,29,male,0
96,Wayne Easter,http://www.wikidata.org/entity/Q3566825,Wayne Easter,1949-06-22,1949,6,22,male,0
218969,Wayne Easter,http://www.wikidata.org/entity/Q3566825,Wayne Easter,1949-06-22,1949,6,22,male,0
439,Wayne Marston,http://www.wikidata.org/entity/Q3566845,Wayne Marston,1947-02-27,1947,2,27,male,0
240,Yasmin Ratansi,http://www.wikidata.org/entity/Q3571913,Yasmin Ratansi,1951-01-04,1951,1,4,female,0
219363,Yasmin Ratansi,http://www.wikidata.org/entity/Q3571913,Yasmin Ratansi,1951-01-04,1951,1,4,female,0
169,Yves Lessard,http://www.wikidata.org/entity/Q3573802,Yves Lessard,1943-01-02,1943,1,2,male,0
119,Yvon Godin,http://www.wikidata.org/entity/Q3574110,Yvon Godin,1955-05-12,1955,5,12,male,0
170,Yvon Lévesque,http://www.wikidata.org/entity/Q3574133,Yvon Lévesque,1940-03-10,1940,3,10,male,0
547,Ève-Mary Thaï Thi Lac,http://www.wikidata.org/entity/Q3577293,Ève-Mary Thaï Thi Lac,1972-02-06,1972,2,6,female,0
8547,Ève Péclet,http://www.wikidata.org/entity/Q3577309,Ève Péclet,1988-12-03,1988,12,3,female,0
8621,Élaine Michaud,http://www.wikidata.org/entity/Q3586234,Élaine Michaud,1985-10-17,1985,10,17,female,0
236,Jim Prentice,http://www.wikidata.org/entity/Q364303,Jim Prentice,1956-07-20,1956,7,20,male,0
401,John Baird,http://www.wikidata.org/entity/Q365736,John Baird,1969-05-26,1969,5,26,male,0
89,Stéphane Dion,http://www.wikidata.org/entity/Q366456,Stéphane Dion,1955-09-28,1955,9,28,male,0
213864,Stéphane Dion,http://www.wikidata.org/entity/Q366456,Stéphane Dion,1955-09-28,1955,9,28,male,0
217,Bev Oda,http://www.wikidata.org/entity/Q399629,Bev Oda,1944-07-27,1944,7,27,female,0
235718,Dane Lloyd,http://www.wikidata.org/entity/Q42308688,Dane Lloyd,1991-02-16,1991,2,16,male,0
236972,Dane Lloyd,http://www.wikidata.org/entity/Q42308688,Dane Lloyd,1991-02-16,1991,2,16,male,0
237016,Dane Lloyd,http://www.wikidata.org/entity/Q42308688,Dane Lloyd,1991-02-16,1991,2,16,male,0
236714,Rosemarie Falk,http://www.wikidata.org/entity/Q42666524,Rosemarie Falk,1988-01-01,1988,1,1,female,0
237028,Rosemarie Falk,http://www.wikidata.org/entity/Q42666524,Rosemarie Falk,1988-01-01,1988,1,1,female,0
164,Carole Lavallée,http://www.wikidata.org/entity/Q430015,Carole Lavallée,1954-01-23,1954,1,23,female,0
9187,Elizabeth May,http://www.wikidata.org/entity/Q445620,Elizabeth May,1954-06-09,1954,6,9,female,0
224170,Elizabeth May,http://www.wikidata.org/entity/Q445620,Elizabeth May,1954-06-09,1954,6,9,female,0
203,Peter Milliken,http://www.wikidata.org/entity/Q445809,Peter Milliken,1946-11-12,1946,11,12,male,0
9265,Chrystia Freeland,http://www.wikidata.org/entity/Q4492815,Chrystia Freeland,1968-08-02,1968,8,2,female,0
213971,Chrystia Freeland,http://www.wikidata.org/entity/Q4492815,Chrystia Freeland,1968-08-02,1968,8,2,female,0
229209,Chrystia Freeland,http://www.wikidata.org/entity/Q4492815,Chrystia Freeland,1968-08-02,1968,8,2,female,0
236707,Churence Rogers,http://www.wikidata.org/entity/Q45311068,Churence Rogers,1953-06-03,1953,6,3,male,0
236942,Churence Rogers,http://www.wikidata.org/entity/Q45311068,Churence Rogers,1953-06-03,1953,6,3,male,0
239605,Churence Rogers,http://www.wikidata.org/entity/Q45311068,Churence Rogers,1953-06-03,1953,6,3,male,0
242567,Churence Rogers,http://www.wikidata.org/entity/Q45311068,Churence Rogers,1953-06-03,1953,6,3,male,0
236943,Jean Yip,http://www.wikidata.org/entity/Q45311888,Jean Yip,1969-01-01,1969,1,1,female,0
236711,Jean Yip,http://www.wikidata.org/entity/Q45311888,Jean Yip,1969-01-01,1969,1,1,female,0
242552,Jean Yip,http://www.wikidata.org/entity/Q45311888,Jean Yip,1969-01-01,1969,1,1,female,0
9289,Adam Vaughan,http://www.wikidata.org/entity/Q4679921,Adam Vaughan,1961-07-03,1961,7,3,male,0
219910,Adam Vaughan,http://www.wikidata.org/entity/Q4679921,Adam Vaughan,1961-07-03,1961,7,3,male,0
229501,Adam Vaughan,http://www.wikidata.org/entity/Q4679921,Adam Vaughan,1961-07-03,1961,7,3,male,0
234552,Adam Vaughan,http://www.wikidata.org/entity/Q4679921,Adam Vaughan,1961-07-03,1961,7,3,male,0
242095,Adam Vaughan,http://www.wikidata.org/entity/Q4679921,Adam Vaughan,1961-07-03,1961,7,3,male,0
220107,Adam Vaughan,http://www.wikidata.org/entity/Q4679921,Adam Vaughan,1961-07-03,1961,7,3,male,0
614,Alice Wong,http://www.wikidata.org/entity/Q4726162,Alice Wong,1948-06-30,1948,6,30,female,0
214042,Alice Wong,http://www.wikidata.org/entity/Q4726162,Alice Wong,1948-06-30,1948,6,30,female,0
234878,Alice Wong,http://www.wikidata.org/entity/Q4726162,Alice Wong,1948-06-30,1948,6,30,female,0
9703,Amarjeet Sohi,http://www.wikidata.org/entity/Q4740296,Amarjeet Sohi,1964-03-08,1964,3,8,male,0
214248,Amarjeet Sohi,http://www.wikidata.org/entity/Q4740296,Amarjeet Sohi,1964-03-08,1964,3,8,male,0
241625,Amarjeet Sohi,http://www.wikidata.org/entity/Q4740296,Amarjeet Sohi,1964-03-08,1964,3,8,male,0
8736,Andrew Cash,http://www.wikidata.org/entity/Q4756567,Andrew Cash,1962-01-22,1962,1,22,male,0
574,Andrew Kania,http://www.wikidata.org/entity/Q4757572,Andrew Kania,1967-12-07,1967,12,7,male,0
613,Andrew Saxton,http://www.wikidata.org/entity/Q4758509,Andrew Saxton,1964-03-11,1964,3,11,male,0
9466,Anthony Housefather,http://www.wikidata.org/entity/Q4772746,Anthony Housefather,1970-01-01,1970,1,1,male,0
219415,Anthony Housefather,http://www.wikidata.org/entity/Q4772746,Anthony Housefather,1970-01-01,1970,1,1,male,0
9439,Karen Ludwig,http://www.wikidata.org/entity/Q48746674,Karen Ludwig,1964-05-13,1964,5,13,female,0
219410,Karen Ludwig,http://www.wikidata.org/entity/Q48746674,Karen Ludwig,1964-05-13,1964,5,13,female,0
219973,Karen Ludwig,http://www.wikidata.org/entity/Q48746674,Karen Ludwig,1964-05-13,1964,5,13,female,0
219765,Karen Ludwig,http://www.wikidata.org/entity/Q48746674,Karen Ludwig,1964-05-13,1964,5,13,female,0
242569,Karen Ludwig,http://www.wikidata.org/entity/Q48746674,Karen Ludwig,1964-05-13,1964,5,13,female,0
220042,Karen Ludwig,http://www.wikidata.org/entity/Q48746674,Karen Ludwig,1964-05-13,1964,5,13,female,0
10439,Bill Blair,http://www.wikidata.org/entity/Q4908168,Bill Blair,1954-01-01,1954,1,1,male,0
214070,Bill Blair,http://www.wikidata.org/entity/Q4908168,Bill Blair,1954-01-01,1954,1,1,male,0
234561,Bill Blair,http://www.wikidata.org/entity/Q4908168,Bill Blair,1954-01-01,1954,1,1,male,0
219856,Bill Blair,http://www.wikidata.org/entity/Q4908168,Bill Blair,1954-01-01,1954,1,1,male,0
229528,Bill Blair,http://www.wikidata.org/entity/Q4908168,Bill Blair,1954-01-01,1954,1,1,male,0
241632,Bill Blair,http://www.wikidata.org/entity/Q4908168,Bill Blair,1954-01-01,1954,1,1,male,0
9747,Bob Bratina,http://www.wikidata.org/entity/Q4931915,Bob Bratina,1944-01-01,1944,1,1,male,0
215873,Bob Bratina,http://www.wikidata.org/entity/Q4931915,Bob Bratina,1944-01-01,1944,1,1,male,0
219826,Bob Bratina,http://www.wikidata.org/entity/Q4931915,Bob Bratina,1944-01-01,1944,1,1,male,0
219656,Bob Bratina,http://www.wikidata.org/entity/Q4931915,Bob Bratina,1944-01-01,1944,1,1,male,0
242565,Bob Bratina,http://www.wikidata.org/entity/Q4931915,Bob Bratina,1944-01-01,1944,1,1,male,0
585,Bob Dechert,http://www.wikidata.org/entity/Q4932252,Bob Dechert,1958-05-18,1958,5,18,male,0
9183,Bob Zimmer,http://www.wikidata.org/entity/Q4934493,Bob Zimmer,1968-10-20,1968,10,20,male,0
217790,Bob Zimmer,http://www.wikidata.org/entity/Q4934493,Bob Zimmer,1968-10-20,1968,10,20,male,0
234683,Bob Zimmer,http://www.wikidata.org/entity/Q4934493,Bob Zimmer,1968-10-20,1968,10,20,male,0
218672,Bob Zimmer,http://www.wikidata.org/entity/Q4934493,Bob Zimmer,1968-10-20,1968,10,20,male,0
217043,Bob Zimmer,http://www.wikidata.org/entity/Q4934493,Bob Zimmer,1968-10-20,1968,10,20,male,0
217511,Bob Zimmer,http://www.wikidata.org/entity/Q4934493,Bob Zimmer,1968-10-20,1968,10,20,male,0
9834,Bobby Morrissey,http://www.wikidata.org/entity/Q4935396,Bobby Morrissey,1954-11-18,1954,11,18,male,0
215923,Bobby Morrissey,http://www.wikidata.org/entity/Q4935396,Bobby Morrissey,1954-11-18,1954,11,18,male,0
235609,Bobby Morrissey,http://www.wikidata.org/entity/Q4935396,Bobby Morrissey,1954-11-18,1954,11,18,male,0
586,Bonnie Crombie,http://www.wikidata.org/entity/Q4942322,Bonnie Crombie,1960-02-05,1960,2,5,female,0
8700,Chris Alexander,http://www.wikidata.org/entity/Q5105714,Chris Alexander,1968-09-09,1968,9,9,male,0
80,Libby Davies,http://www.wikidata.org/entity/Q513906,Libby Davies,1953-02-27,1953,2,27,female,0
300,Mark Warawa,http://www.wikidata.org/entity/Q513969,Mark Warawa,1950-05-07,1950,5,7,male,0
216782,Mark Warawa,http://www.wikidata.org/entity/Q513969,Mark Warawa,1950-05-07,1950,5,7,male,0
234876,Mark Warawa,http://www.wikidata.org/entity/Q513969,Mark Warawa,1950-05-07,1950,5,7,male,0
217615,Mark Warawa,http://www.wikidata.org/entity/Q513969,Mark Warawa,1950-05-07,1950,5,7,male,0
218480,Mark Warawa,http://www.wikidata.org/entity/Q513969,Mark Warawa,1950-05-07,1950,5,7,male,0
215,Gordon O'Connor,http://www.wikidata.org/entity/Q516900,Gordon O'Connor,1939-05-18,1939,5,18,male,0
404,Maxime Bernier,http://www.wikidata.org/entity/Q516940,Maxime Bernier,1963-01-18,1963,1,18,male,0
216580,Maxime Bernier,http://www.wikidata.org/entity/Q516940,Maxime Bernier,1963-01-18,1963,1,18,male,0
234592,Maxime Bernier,http://www.wikidata.org/entity/Q516940,Maxime Bernier,1963-01-18,1963,1,18,male,0
216443,Maxime Bernier,http://www.wikidata.org/entity/Q516940,Maxime Bernier,1963-01-18,1963,1,18,male,0
218559,Maxime Bernier,http://www.wikidata.org/entity/Q516940,Maxime Bernier,1963-01-18,1963,1,18,male,0
234429,Maxime Bernier,http://www.wikidata.org/entity/Q516940,Maxime Bernier,1963-01-18,1963,1,18,male,0
8896,Costas Menegakis,http://www.wikidata.org/entity/Q5175052,Costas Menegakis,1959-01-12,1959,1,12,male,0
414,Lawrence Cannon,http://www.wikidata.org/entity/Q517540,Lawrence Cannon,1947-12-06,1947,12,6,male,0
415,Chris Charlton,http://www.wikidata.org/entity/Q517717,Chris Charlton,1963-07-04,1963,7,4,female,0
9240,Craig Scott,http://www.wikidata.org/entity/Q5181431,Craig Scott,1962-03-14,1962,3,14,male,0
2534,Dan Harris,http://www.wikidata.org/entity/Q5213646,Dan Harris,1979-08-03,1979,8,3,male,0
9713,Dan Vandal,http://www.wikidata.org/entity/Q5214525,Dan Vandal,1960-04-18,1960,4,18,male,0
215886,Dan Vandal,http://www.wikidata.org/entity/Q5214525,Dan Vandal,1960-04-18,1960,4,18,male,0
237717,Dan Vandal,http://www.wikidata.org/entity/Q5214525,Dan Vandal,1960-04-18,1960,4,18,male,0
242092,Dan Vandal,http://www.wikidata.org/entity/Q5214525,Dan Vandal,1960-04-18,1960,4,18,male,0
242307,Dan Vandal,http://www.wikidata.org/entity/Q5214525,Dan Vandal,1960-04-18,1960,4,18,male,0
9,David Anderson,http://www.wikidata.org/entity/Q5230766,David Anderson,1937-08-16,1937,8,16,male,0
224986,David Anderson,http://www.wikidata.org/entity/Q5230766,David Anderson,1937-08-16,1937,8,16,male,0
220527,David Anderson,http://www.wikidata.org/entity/Q5230766,David Anderson,1937-08-16,1937,8,16,male,0
216864,David Anderson,http://www.wikidata.org/entity/Q5230766,David Anderson,1937-08-16,1937,8,16,male,0
218563,David Anderson,http://www.wikidata.org/entity/Q5230766,David Anderson,1937-08-16,1937,8,16,male,0
217977,David Anderson,http://www.wikidata.org/entity/Q5230766,David Anderson,1937-08-16,1937,8,16,male,0
9152,David Wilks,http://www.wikidata.org/entity/Q5241099,David Wilks,1959-09-23,1959,9,23,male,0
159,Francine Lalonde,http://www.wikidata.org/entity/Q527102,Francine Lalonde,1940-08-24,1940,8,24,female,0
8656,Djaouida Sellah,http://www.wikidata.org/entity/Q5285243,Djaouida Sellah,1953-01-01,1953,1,1,female,0
189,Brian Masse,http://www.wikidata.org/entity/Q529968,Brian Masse,1968-07-09,1968,7,9,male,0
217273,Brian Masse,http://www.wikidata.org/entity/Q529968,Brian Masse,1968-07-09,1968,7,9,male,0
217157,Brian Masse,http://www.wikidata.org/entity/Q529968,Brian Masse,1968-07-09,1968,7,9,male,0
217233,Brian Masse,http://www.wikidata.org/entity/Q529968,Brian Masse,1968-07-09,1968,7,9,male,0
9984,Erin Weir,http://www.wikidata.org/entity/Q5389236,Erin Weir,1982-01-01,1982,1,1,male,0
219638,Erin Weir,http://www.wikidata.org/entity/Q5389236,Erin Weir,1982-01-01,1982,1,1,male,0
217311,Erin Weir,http://www.wikidata.org/entity/Q5389236,Erin Weir,1982-01-01,1982,1,1,male,0
219364,Erin Weir,http://www.wikidata.org/entity/Q5389236,Erin Weir,1982-01-01,1982,1,1,male,0
8818,Eve Adams,http://www.wikidata.org/entity/Q5416142,Eve Adams,1974-11-07,1974,11,7,female,0
8333,Fin Donnelly,http://www.wikidata.org/entity/Q5449316,Fin Donnelly,1966-05-27,1966,5,27,male,0
217187,Fin Donnelly,http://www.wikidata.org/entity/Q5449316,Fin Donnelly,1966-05-27,1966,5,27,male,0
217247,Fin Donnelly,http://www.wikidata.org/entity/Q5449316,Fin Donnelly,1966-05-27,1966,5,27,male,0
8350,François Lapointe,http://www.wikidata.org/entity/Q5493318,François Lapointe,1971-03-26,1971,3,26,male,0
593,Glenn Thibeault,http://www.wikidata.org/entity/Q5569139,Glenn Thibeault,1969-10-23,1969,10,23,male,0
287,Vic Toews,http://www.wikidata.org/entity/Q559596,Vic Toews,1952-09-10,1952,9,10,male,0
581,Greg Rickford,http://www.wikidata.org/entity/Q5606187,Greg Rickford,1967-09-24,1967,9,24,male,0
8915,Rathika Sitsabaiesan,http://www.wikidata.org/entity/Q575997,Rathika Sitsabaiesan,1981-12-23,1981,12,23,female,0
601,Shelly Glover,http://www.wikidata.org/entity/Q588361,Shelly Glover,1967-01-02,1967,1,2,female,0
554,Jack Harris,http://www.wikidata.org/entity/Q6112959,Jack Harris,1948-10-27,1948,10,27,male,0
246097,Jagmeet Singh,http://www.wikidata.org/entity/Q6122681,Jagmeet Singh,1979-01-02,1979,1,2,male,0
8846,Jay Aspin,http://www.wikidata.org/entity/Q6166347,Jay Aspin,1949-08-19,1949,8,19,male,0
9899,Jenny Kwan,http://www.wikidata.org/entity/Q6179373,Jenny Kwan,1967-01-01,1967,1,1,female,0
217263,Jenny Kwan,http://www.wikidata.org/entity/Q6179373,Jenny Kwan,1967-01-01,1967,1,1,female,0
217252,Jenny Kwan,http://www.wikidata.org/entity/Q6179373,Jenny Kwan,1967-01-01,1967,1,1,female,0
217112,Jenny Kwan,http://www.wikidata.org/entity/Q6179373,Jenny Kwan,1967-01-01,1967,1,1,female,0
217143,Jenny Kwan,http://www.wikidata.org/entity/Q6179373,Jenny Kwan,1967-01-01,1967,1,1,female,0
217220,Jenny Kwan,http://www.wikidata.org/entity/Q6179373,Jenny Kwan,1967-01-01,1967,1,1,female,0
246098,Scot Davidson,http://www.wikidata.org/entity/Q61881929,Scot Davidson,1990-01-01,1990,1,1,male,0
247669,Scot Davidson,http://www.wikidata.org/entity/Q61881929,Scot Davidson,1990-01-01,1990,1,1,male,0
247667,Scot Davidson,http://www.wikidata.org/entity/Q61881929,Scot Davidson,1990-01-01,1990,1,1,male,0
248786,Rachel Bendayan,http://www.wikidata.org/entity/Q61881930,Rachel Bendayan,1980-01-01,1980,1,1,female,0
247664,Rachel Bendayan,http://www.wikidata.org/entity/Q61881930,Rachel Bendayan,1980-01-01,1980,1,1,female,0
10146,Jim Carr,http://www.wikidata.org/entity/Q6194065,Jim Carr,1951-10-11,1951,10,11,male,0
214246,Jim Carr,http://www.wikidata.org/entity/Q6194065,Jim Carr,1951-10-11,1951,10,11,male,0
241628,Jim Carr,http://www.wikidata.org/entity/Q6194065,Jim Carr,1951-10-11,1951,10,11,male,0
599,Jim Maloway,http://www.wikidata.org/entity/Q6196595,Jim Maloway,1952-11-10,1952,11,10,male,0
998,Joe Oliver,http://www.wikidata.org/entity/Q6211627,Joe Oliver,1940-05-20,1940,5,20,male,0
4136,Joe Peschisolido,http://www.wikidata.org/entity/Q6211786,Joe Peschisolido,1963-04-27,1963,4,27,male,0
216084,Joe Peschisolido,http://www.wikidata.org/entity/Q6211786,Joe Peschisolido,1963-04-27,1963,4,27,male,0
219993,Joe Peschisolido,http://www.wikidata.org/entity/Q6211786,Joe Peschisolido,1963-04-27,1963,4,27,male,0
242585,Joe Peschisolido,http://www.wikidata.org/entity/Q6211786,Joe Peschisolido,1963-04-27,1963,4,27,male,0
595,John Rafferty,http://www.wikidata.org/entity/Q6254105,John Rafferty,1953-07-03,1953,7,3,male,0
617,John Weston,http://www.wikidata.org/entity/Q6263681,John Weston,1958-04-19,1958,4,19,male,0
8997,Joyce Bateman,http://www.wikidata.org/entity/Q6297395,Joyce Bateman,1957-01-01,1957,1,1,female,0
8361,Julian Fantino,http://www.wikidata.org/entity/Q6307149,Julian Fantino,1942-08-13,1942,8,13,male,0
248690,Paul Manly,http://www.wikidata.org/entity/Q63565674,Paul Manly,1964-04-19,1964,4,19,male,0
8692,Sana Hassainia,http://www.wikidata.org/entity/Q636244,Sana Hassainia,1974-11-01,1974,11,1,female,0
8728,Karen McCrimmon,http://www.wikidata.org/entity/Q6369875,Karen McCrimmon,1959-01-01,1959,1,1,female,0
214686,Karen McCrimmon,http://www.wikidata.org/entity/Q6369875,Karen McCrimmon,1959-01-01,1959,1,1,female,0
229506,Karen McCrimmon,http://www.wikidata.org/entity/Q6369875,Karen McCrimmon,1959-01-01,1959,1,1,female,0
242083,Karen McCrimmon,http://www.wikidata.org/entity/Q6369875,Karen McCrimmon,1959-01-01,1959,1,1,female,0
604,Kelly Block,http://www.wikidata.org/entity/Q6385949,Kelly Block,1961-11-30,1961,11,30,female,0
217703,Kelly Block,http://www.wikidata.org/entity/Q6385949,Kelly Block,1961-11-30,1961,11,30,female,0
234721,Kelly Block,http://www.wikidata.org/entity/Q6385949,Kelly Block,1961-11-30,1961,11,30,female,0
216532,Kelly Block,http://www.wikidata.org/entity/Q6385949,Kelly Block,1961-11-30,1961,11,30,female,0
217689,Kelly Block,http://www.wikidata.org/entity/Q6385949,Kelly Block,1961-11-30,1961,11,30,female,0
217774,Kelly Block,http://www.wikidata.org/entity/Q6385949,Kelly Block,1961-11-30,1961,11,30,female,0
9820,Kent Hehr,http://www.wikidata.org/entity/Q6391762,Kent Hehr,1969-12-16,1969,12,16,male,0
220373,Kent Hehr,http://www.wikidata.org/entity/Q6391762,Kent Hehr,1969-12-16,1969,12,16,male,0
233809,Kent Hehr,http://www.wikidata.org/entity/Q6391762,Kent Hehr,1969-12-16,1969,12,16,male,0
